title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
"Gold seen bullish, to hit US$5,600 by year-end - UBS","Therefore, she said the current period of consolidation in gold prices could present investors with an opportunity to build positions as a hedge against weaker real rates.","The target sentence suggests a neutral outlook on inflation prices due to the consolidation period in gold prices, which may present an opportunity for investors to build positions as a hedge against weaker real rates.",0.0,3.0,3.0,0.0,0.0,0.0
"Gold seen bullish, to hit US$5,600 by year-end - UBS","On central bank demand, Teves opined that official institutions might not reduce gold holdings following recent market volatility, noting the broader trend of reserve diversification into gold was likely to continue.","Central bank actions on gold holdings are neutral, as they may not reduce holdings despite market volatility, but also do not indicate a clear increase.",3.0,0.0,0.0,0.0,0.0,0.0
"Gold seen bullish, to hit US$5,600 by year-end - UBS","Meanwhile, she said physical demand for gold also remained supportive, particularly in Asia, where investment demand had offset weaker jewellery purchases amid record-high prices.","The sentence discusses gold demand and prices, but does not directly relate to macroeconomic sectors other than a neutral mention of record-high prices.",0.0,3.0,0.0,0.0,0.0,0.0
"Gold seen bullish, to hit US$5,600 by year-end - UBS","Teves said sentiment in China remained positive, with strong demand recorded especially in the first quarter of the year.",Strong demand in China's first quarter indicates positive real economic activity.,0.0,0.0,1.0,0.0,0.0,0.0
"Gold seen bullish, to hit US$5,600 by year-end - UBS","On silver, she said UBS also expected a positive outlook, with a target reaching above US$100 per troy ounce by year-end, tracking the trends in the gold market.","The target sentence discusses market trends and outlooks for gold and silver, without mentioning macroeconomic indicators or systemic changes.",0.0,0.0,3.0,0.0,0.0,0.0
"Gold seen bullish, to hit US$5,600 by year-end - UBS","""We expect interest in silver to be more tactical, in contrast to more strategic positions in gold.","The target sentence does not mention any macroeconomic indicators or events, focusing on investment strategies for gold and silver.",0.0,0.0,0.0,0.0,0.0,0.0
"Gold seen bullish, to hit US$5,600 by year-end - UBS","""Robust physical demand from China, where restocking and physical investment flows have room to continue, should also help support global investor sentiment,” she said.","The sentence discusses China's physical demand for gold, which is a neutral factor in real economic activity.",0.0,0.0,3.0,0.0,0.0,0.0
"Gold seen bullish, to hit US$5,600 by year-end - UBS","However, she added that silver could underperform gold if slowing economic growth weakened industrial demand.","Slowing economic growth could weaken industrial demand for silver, indicating a potential negative impact on the sector.",0.0,0.0,2.0,2.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","GEORGE TOWN: Penang is open to hosting international-level music festivals if the budget, location and sponsors permit, says state Tourism and Creative Economy committee chairman Wong Hon Wai.","Penang's openness to hosting international music festivals may boost local tourism and creative economy, but budget and sponsorships are conditional factors.",0.0,0.0,3.0,0.0,1.0,0.0
"Penang open to hosting international music festivals, says exco chairman",Wong said the state government viewed music festivals as a tourism product that could attract domestic and international visitors.,"The state government's tourism strategy aims to attract visitors, boosting economic activity and potentially increasing external sector trade.",0.0,0.0,1.0,0.0,1.0,1.0
"Penang open to hosting international music festivals, says exco chairman",“We have experience organising music festival-style events.,The sentence discusses event organization experience without mentioning economic indicators or systemic growth.,0.0,0.0,3.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","“In 2024, when we moved the Penang Bridge International Marathon to Batu Kawan, we held a music festival before the run took place.","The sentence does not directly relate to macroeconomic indicators, but mentions a local event that could have a neutral impact on real economic activity.",0.0,0.0,3.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","“The festival was held before the marathon and was mostly attended by the participants,” he said during the state assembly sitting in Lebuh Light on Tuesday (May 12).","The target sentence does not contain any macroeconomic information, focusing on a local event and its attendance.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","Wong was responding to an additional question by Joseph Ng (PH-Air Itam) on whether Penang was ready to host festivals like the recent Rain Rave 2026 Water Music Festival event in Bukit Bintang, Kuala Lumpur.","The sentence discusses Penang's readiness to host international music festivals, which is a neutral economic activity indicator.",0.0,0.0,3.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman",Wong said many might not be aware a rave-style music festival had been held in conjunction with the marathon in 2024.,"The target sentence does not contain macroeconomic information, focusing on a specific event and its connection to a marathon, hence the classification.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","“It was held at night before the run so the runners could enjoy the music festival experience before the running event,” he said.","The target sentence does not contain any macroeconomic information, focusing on a local event and its timing.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","Wong said the state government would consider organising more festivals in the future based on the suitability of the location, financial capacity and the organisers’ commitment.","The target sentence discusses the potential for hosting international music festivals in Penang, focusing on the state government's considerations, which are unrelated to macroeconomic domains.",0.0,0.0,0.0,0.0,1.0,0.0
"Penang open to hosting international music festivals, says exco chairman","Earlier, responding to Ng’s written question on new tourism products and attractions and tourism promotion initiatives introduced by the state government and private sector in conjunction with Visit Malaysia Year 2026, Wong said the state government, through Penang Global Tourism, had formulated various strategic initiatives to strengthen the state’s tourism sector.","The target sentence discusses tourism initiatives and attractions, which are not directly related to macroeconomic domains.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","Wong said there were 14 different attractions, including museums, sights and locations, to attract tourists.","The target sentence does not contain any macroeconomic information, focusing on tourism attractions in Penang, hence the classification.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","“We not only want to introduce new products, but we want to give our existing ones more dimension as well.","The target sentence does not contain any macroeconomic information, focusing on product development and diversification, which is not relevant to the 6 domains.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","“Taking Penang Hill as an example, people can not only take the funicular train but also opt to hike up.","The target sentence does not provide any macroeconomic information, focusing on a local tourist attraction and its recreational activities.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman",“They can camp overnight and there is even a night walk.,"The target sentence does not contain any macroeconomic information, focusing on a specific event or activity, and therefore does not fall within the scope of macroeconomic analysis.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","“Many dimensions can be added to existing experiences,” he said.","The target sentence does not contain any macroeconomic information, focusing on the addition of dimensions to existing experiences, which is not relevant to macroeconomic domains.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","Wong said tourists could also experience Penang by sea, including taking a boat ride to see both bridges up close.","The target sentence does not contain any macroeconomic information, focusing on tourism and local attractions in Penang.",0.0,0.0,0.0,0.0,0.0,0.0
"Penang open to hosting international music festivals, says exco chairman","“It may be the same sea and the same hill, but there are different ways of seeing it, which will encourage people to return multiple times,” he said.","The target sentence does not contain any macroeconomic information, focusing on a philosophical perspective instead.",0.0,0.0,0.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,"KUCHING: Sarawak’s harmony and political stability are strengths which must be upheld for economic development and prosperity, says Tun Dr Wan Junaidi Tuanku Jaafar.","The sentence highlights the importance of political stability for economic growth, which is a macroeconomic aspect.",0.0,0.0,1.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,"The Yang di-Pertua Negeri emphasised that it is the collective responsibility of all to uphold a peaceful and secure environment, as such actions will instil confidence in investors.","The sentence discusses the importance of a peaceful and secure environment for economic growth, focusing on the role of the Yang di-Pertua Negeri in maintaining stability, which drives growth in S'wak.",0.0,0.0,1.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,"“This is important because investors and global economic players prefer to invest in countries with political stability, good administration and a society that lives in peace and harmony,” he said when opening the first meeting of the fifth term of the 19th Sarawak Legislative Assembly here yesterday.","The target sentence highlights the importance of political stability for attracting foreign investment, which is a macroeconomic aspect.",0.0,0.0,1.0,0.0,0.0,1.0
Governor: Stability drives S’wak growth,"Wan Junaidi also urged Sarawakians to preserve their unity, mutual respect and harmony amid racial, religious and cultural diversity.","The target sentence does not contain macroeconomic information, focusing on social and cultural aspects instead.",0.0,0.0,0.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,"“With forward-looking leadership, Sarawak can continue to develop into a modern, pros­perous and high-income state,” he added.","The governor's statement emphasizes forward-looking leadership driving Sarawak's growth into a modern, prosperous, and high-income state, indicating positive real economic activity.",0.0,0.0,1.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,He also called on the assemblymen to uphold the sanctity and dignity of the Sarawak Legislative Assembly through mature and respectful debates and courteous speech.,"The article's title suggests that stability drives growth in Sarawak, indicating a positive economic trend.",0.0,0.0,1.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,"“As leaders, we must set a good example for society, especially the younger generation,” he said.","The sentence does not directly relate to economic indicators, but it implies a stable environment for growth.",0.0,0.0,3.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,Wan Junaidi added that elected representatives also served as a link between the government and the people.,"The target sentence does not contain macroeconomic information, focusing on the role of elected representatives in linking the government and people, which is not a macroeconomic topic.",0.0,0.0,0.0,0.0,0.0,0.0
Governor: Stability drives S’wak growth,"“Assemblymen must remain close to the people and understand their needs and aspirations to provide accurate feedback to the government so that policies and development plans will benefit the rakyat,” he said.","The target sentence does not contain any macroeconomic information, focusing on governance and public policy instead.",0.0,0.0,0.0,0.0,1.0,0.0
Governor: Stability drives S’wak growth,"Four Bills will be tabled during the current meeting, including the Sarawak Economic Develop­ment Corporation (Amendment) Bill, the Sarawak Padi and Rice Board Bill and two supplementary supply Bills.","The article mentions the tabling of bills related to economic development, indicating a focus on growth and stability.",0.0,0.0,3.0,0.0,1.0,0.0
Governor: Stability drives S’wak growth,The meeting will conclude on May 20.,"The sentence does not provide any information about economic growth or stability, but mentions a meeting which could be related to economic activity.",0.0,0.0,3.0,0.0,0.0,0.0
"A voice for women, family and youth","Wong pledges support for everyday Malaysians KUALA LUMPUR: Newly appointed senator Datuk Wong You Fong has pledged to champion issues affecting everyday Malaysians, acting as a voice for women, families and young people facing social and economic pressures.","The target sentence focuses on a newly appointed senator's pledge to support everyday Malaysians, specifically women, families, and youth, which is not a macroeconomic topic.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","Wong, who was sworn in at Dewan Negara yesterday, said she also hoped to contribute constructively to policies that strengthen national unity, social stability and sustainable economic growth.","The target sentence expresses a desire for sustainable economic growth, indicating a positive outlook on national economic activity.",0.0,0.0,1.0,0.0,0.0,0.0
"A voice for women, family and youth",The MCA Wanita chief and se­nior lawyer described her appointment as a great honour and an even greater responsibility.,"The target sentence does not contain any macroeconomic information, focusing on a personal appointment and its implications.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","Women’s participation in decision-­making, she said, was vital for Malaysia’s future.","The sentence discusses social participation and future development, without mentioning economic indicators.",0.0,0.0,3.0,0.0,0.0,0.0
"A voice for women, family and youth","“Women bring different perspectives, experiences and priorities into policymaking – especially in areas such as education, family well-being, healthcare, women’s safety, youth development, mental health and community welfare.","The target sentence focuses on the importance of women's perspectives in policymaking, particularly in areas related to education, healthcare, and youth development, which falls under the realm of macroeconomic analysis.",0.0,0.0,1.0,0.0,0.0,0.0
"A voice for women, family and youth",“A balanced and progressive nation requires both male and female perspectives in decision-­making.,"The target sentence does not directly relate to macroeconomic domains, focusing on social and political perspectives.",0.0,0.0,3.0,0.0,0.0,0.0
"A voice for women, family and youth","Giving women meaningful opportunities at the highest levels of leadership is not about symbolism, but about strengthening the quality, inclusiveness and compassion of national policies,” she said.","The target sentence focuses on women's empowerment and leadership, which is not a macroeconomic topic, hence the classification.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","While acknowledging that progress had been made, Wong noted that women were still under-­represented in leadership compared with many developed countries and called for more opportunities, mentoring and exposure to nurture the next generation of women leaders.","The target sentence discusses social and leadership issues, lacking any macroeconomic context.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth",“I would like to encourage all women in Malaysia to believe in their abilities and never underestimate their potential.,The target sentence does not mention any macroeconomic aspects.,0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","Do not be afraid to participate, to voice your views and to take on leadership roles,” she said.","The target sentence does not contain any macroeconomic information, focusing on social empowerment and leadership roles.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","“I humbly express my deepest gratitude to His Majesty Sultan Ibrahim, King of Malaysia, for consenting to my appointment as a member of the Dewan Negara.",The target sentence does not contain any macroeconomic information.,0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","“My thanks also go to the Prime Minister Datuk Seri Anwar Ibrahim, Deputy Prime Minister and Barisan Nasional chairman Datuk Seri Dr Ahmad Zahid Hamidi and MCA president Datuk Seri Dr Wee Ka Siong.” Wong is the only woman among the 13 senators sworn in yesterday.","The target sentence does not contain any macroeconomic information, focusing on political appointments and demographics.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","She has held key posts at the central, state, division and branch levels in MCA and has led Wanita MCA nationally since December 2022, while also heading Johor Wanita MCA and the Pulai division.","The target sentence does not mention any macroeconomic aspects, focusing on organizational roles and leadership positions.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth",She is also a non-independent non-executive director of Star Media Group Bhd.,"The target sentence does not contain any macroeconomic information, focusing on a specific individual's role in a company, hence no macroeconomic relevance.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","Congratulating Wong, Dr Wee said he was confident she would discharge her duties effectively and serve the country and champion women’s empowerment better at a higher level.","The target sentence does not contain any macroeconomic information, focusing on a personal appointment and its expected outcomes, thus falling outside the scope of macroeconomic analysis.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","“With her distinguished academic background, as well as extensive experience in the legal profession and community service, she will continue to contri­bute meaningfully to the nation and champion the advancement and empowerment of women,” he said on Facebook yesterday.","The target sentence does not contain any macroeconomic information, focusing on a personal profile and community service.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth",Wanita MCA secretary-general Chan Quin Er said Wong’s elevation to the Dewan Negara was both a recognition and a call to service.,"The target sentence does not contain any macroeconomic information, focusing on a political appointment and social recognition.",0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","“At a time when women remain under-represented in Malaysia’s political leadership, this moment carries deeper meaning for all women striving for a stronger voice at the nation’s decision-­making table,” she said, adding that Wanita MCA believed capable and principled women must continue to be entrusted with leadership roles for the country’s benefit.","The article discusses women's representation in Malaysia's political leadership, which is unrelated to macroeconomic domains.",0.0,0.0,3.0,0.0,0.0,0.0
"A voice for women, family and youth","Apart from Wong, the other new members of the Senate are acting Bentong Umno chief Datuk Seri Mohamad Zaini Salleh, Sabah DAP chairman Datuk Phoong Jin Zhe, Johor DAP vice-chairman Sheikh Umar Bagharib Ali, Sarawak DAP assistant secretary Larry Asap and R. Thiagarajah.",The target sentence does not contain any macroeconomic information.,0.0,0.0,0.0,0.0,0.0,0.0
"A voice for women, family and youth","Six senators were reappointed – Tan Sri Low Kian Chuan, Prof Datuk Seri Dr Awang Sariyan, Datuk Dr Mohd Hatta Md Ramli, Isaiah D. Jacob, Mohd Hasbie Muda and Abun Sui Anyit – while Abdul Nasir Idris was re-elected by the Kedah State Legislative Assembly.","The target sentence does not contain any macroeconomic information, focusing on political appointments and re-elections.",0.0,0.0,0.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","KOTA KINABALU: Sabah Progressive Party (SAPP) urged Putrajaya to stop any further fuel subsidy rationalisation in east Malaysia, cautioning that any reduction would directly cripple economic activities across the region.","The reduction of fuel subsidies in east Malaysia is expected to cripple regional economic activities, negatively impacting the external sector and real economic activity.",0.0,0.0,2.0,0.0,2.0,2.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP",SAPP vice-president Gee Tien Siong said that subsidised RON95 at RM1.99 per litre and diesel at RM2.15 per litre remain lifelines for families who must travel vast distances without alternatives such as railways.,"The target sentence discusses the impact of cutting fuel subsidies on the economic activities of Sabah and Sarawak, highlighting the importance of subsidized fuel prices for families who rely on long-distance travel.",1.0,1.0,0.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","He said the upcoming T20 targeted subsidy rationalisation under the Budi95 programme was unacceptable, given that Sabah and Sarawak are the nation’s primary oil producers.","The sentence highlights the potential negative impact of fuel subsidy rationalization on the economic activities of Sabah and Sarawak, which are significant oil producers, indicating a 'NEGATIVE' sentiment in the Real_Economic_Activity domain.",0.0,0.0,2.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","Gee warned that any fuel subsidy cut, whether through quota reductions or income‑based targeting, will trigger a direct drop in economic activity, as already evident in Sabah today.","The target sentence highlights the potential negative impact of cutting fuel subsidies on economic activity in Sabah, specifically mentioning a direct drop in economic activity, which is a key indicator of Real_Economic_Activity.",0.0,0.0,2.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","He pointed out that the existing monthly 200‑litre cap already burdens families, as just three round-trip trips between Kota Kinabalu and Tawau — each 450km one way — exhaust the quota before the fourth week.","The target sentence discusses the impact of fuel subsidies on economic activities in Sabah and Sarawak, focusing on the burden of existing caps on families, which is a macroeconomic concern.",0.0,0.0,1.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","Similar depletion occurs on the over 300km routes between Kota Kinabalu–Sandakan or Sandakan–Tawau, he said in a statement on Monday (May 11).","The target sentence discusses the economic impact of fuel subsidy cuts on the transportation sector in Sabah and Sarawak, focusing on the routes between major cities, indicating a 'NEGATIVE' macroeconomic trend.",0.0,0.0,2.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","“High fuel consumption in Sabah is not about preference for large vehicles, but the immense distances residents are forced to cover for daily needs,” Gee said.","The target sentence highlights the impact of fuel consumption on daily life in Sabah, focusing on the immense distances residents travel, which is not related to macroeconomic aspects.",0.0,0.0,0.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","He added that once the quota is exhausted, families are reluctant to travel further as unsubsidised fuel costs nearly double, leaving essential economic activities stranded for about 25 per cent of every month.","The target sentence discusses the potential impact of cutting fuel subsidies on economic activities in Sabah and Sarawak, highlighting the negative effects on essential activities and travel.",2.0,2.0,2.0,0.0,0.0,0.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","He urged Putrajaya to immediately scrap the 200‑litre limit, abandon the T20 cut plan, and guarantee that RM1.99 RON95 fuel remains permanent and unrestricted for all residents in Sabah and Sarawak.","The proposed fuel subsidy cuts may negatively impact economic activities in Sabah and Sarawak, citing potential crippling effects.",0.0,0.0,2.0,0.0,2.0,2.0
"Cutting fuel subsidies will cripple Sabah, Sarawak economic activities, says SAPP","While acknowledging the federal government’s fiscal squeeze, Gee said that Sabah’s constitutionally guaranteed 40% revenue entitlement remains unpaid, even during periods of national windfalls.",The unpaid revenue entitlement and national windfalls indicate potential economic decline in Sabah and Sarawak.,0.0,0.0,2.0,0.0,2.0,2.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Gold prices fell on Monday, as a lack of progress in U.S.-Iran peace negotiations pushed oil prices higher, fuelling concerns that elevated inflation could keep interest rates higher for longer.","Oil price increase due to US-Iran tensions fuels inflation concerns, negatively impacting the external sector.",0.0,2.0,0.0,0.0,0.0,2.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Spot gold fell 1.2% at $4,657.89 per ounce, as of 0607 GMT.",Gold prices decline due to inflation concerns driven by oil prices and geopolitical tensions.,0.0,2.0,0.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"U.S. gold futures for June delivery lost 1.4% at $4,665.70.",Gold prices fell due to inflation concerns driven by oil prices and US-Iran peace talks' negative impact on global markets.,0.0,2.0,0.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"The dollar rose, making greenback-priced bullion more expensive for holders of other currencies.","The sentence describes the impact of a strengthening dollar on gold prices, which is a macroeconomic phenomenon.",1.0,2.0,0.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"U.S. President Donald Trump on Sunday rejected Iran's response to a U.S. proposal for peace talks, dashing hopes for an imminent end to the 10-week-old conflict that has caused widespread damage in Iran and Lebanon, paralyzed maritime traffic in the Strait of Hormuz, and driven up global energy prices.","The target sentence primarily focuses on the geopolitical situation and its impact on global energy prices, making it irrelevant to macroeconomic domains.",0.0,2.0,0.0,0.0,0.0,2.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"""We're essentially seeing an unwinding of hopes for an imminent (peace) deal, and gold is feeling the pinch from the renewed rise in crude prices,"" said Tim Waterer, chief market analyst at KCM Trade.","The target sentence discusses the impact of oil prices on gold, highlighting the unwinding of hopes for a peace deal and its effect on gold prices, which is a macroeconomic topic.",0.0,1.0,0.0,0.0,0.0,1.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Oil prices jumped as the Strait of Hormuz remained largely closed, keeping global energy supplies tight.","The Strait of Hormuz closure tightens global energy supplies, potentially driving up oil prices and inflation, impacting the external sector negatively.",0.0,1.0,0.0,0.0,0.0,2.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Rising crude oil prices risk pushing inflation higher, increasing the prospects of elevated interest rates.","Rising crude oil prices risk pushing inflation higher, increasing the prospects of elevated interest rates, which is a negative impact on the External sector and a positive impact on Monetary_Financial.",1.0,2.0,0.0,0.0,0.0,2.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"While gold is traditionally seen as a hedge against inflation, high interest rates tend to weigh on the non-yielding asset.","High interest rates negatively impact gold prices, weighing on the non-yielding asset as inflation worries rise.",1.0,2.0,0.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"The ongoing war with Iran and its shock to oil prices and supplies have rocketed to the top of the list of concerns for financial stability, according to a semi-annual Federal Reserve report released on Friday.","The sentence highlights the impact of the ongoing war with Iran on oil prices and supplies, which is a concern for financial stability, as per a Federal Reserve report.",0.0,2.0,0.0,0.0,0.0,2.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Goldman Sachs pushed back its forecast of Fed rate cuts to December 2026 and March 2027 from its previous outlook of cuts in September and December this year, saying high energy prices would likely keep inflation elevated.","Goldman Sachs expects prolonged high energy prices to keep inflation elevated, indicating a negative impact on prices.",0.0,2.0,0.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Investors are now looking out for April's U.S. Consumer Price Index data, due later this week, for further clues on the Fed's monetary policy direction.",Investors seeking inflation data for clues on the Fed's monetary policy direction indicates a focus on price stability and potential interest rate adjustments.,1.0,1.0,0.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Meanwhile, China's gold production fell in the first quarter of 2026 from a year earlier, the China Gold Association said on Saturday, as safety inspections led some smelters to suspend production for maintenance.","China's gold production decline is linked to safety inspections, indicating potential economic headwinds.",0.0,2.0,2.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"""In the near-to-medium term, the $4,400 to $4,800 range still looks firmly in play while we remain in this ceasefire-without-a-peace-deal stalemate,"" Waterer added.","The sentence discusses the potential range of gold prices in the near-to-medium term, which is a macroeconomic topic, but focuses on the ceasefire-without-a-peace-deal stalemate, which is not a macroeconomic event, hence the classification.",0.0,0.0,0.0,0.0,0.0,0.0
Gold falls on oil-driven inflation worries as US-Iran peace talks falter,"Spot silver fell 0.2% at $80.13 per ounce, platinum slid 1.2% to $2,029.95, and palladium was down 0.7% at $1,481.09.","The decline in precious metal prices is driven by inflation worries, indicating a potential negative impact on the economy.",0.0,2.0,0.0,0.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","KUCHING: Sarawak's emergence as a regional pioneer of renewable energy will open up new economic and investment opportunities for the state, says Tun Dr Wan Junaidi Tuanku Jaafar.","Sarawak's renewable energy forays are expected to attract investments and create economic opportunities, driving regional economic growth and activity.",0.0,0.0,1.0,0.0,3.0,1.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","The Sarawak Governor said the state was expanding the use of renewable energy, including hydro, solar and biomass, to ensure energy security and sustainability.",The expansion of renewable energy sources is expected to boost the state's real economic activity through sustainable energy production.,0.0,0.0,1.0,0.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","""This approach not only contributes towards environmental conservation, but it will also attract more quality investments to Sarawak.",The sentence suggests that renewable energy investments will attract quality investments and contribute to economic growth in Sarawak.,0.0,0.0,1.0,0.0,0.0,1.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","""Renewable energy and low-carbon development will position Sarawak as a strategic destination for investment and technological cooperation,"" he said when opening the first meeting of the fifth term of the 19th Sarawak Legislative Assembly here on Monday (May 11).","The statement suggests Sarawak's renewable energy forays will attract investments and technological cooperation, boosting economic activity and external sector growth.",0.0,0.0,1.0,0.0,0.0,1.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor",Wan Junaidi said Sarawak should maintain its momentum to become a recognised renewable energy hub and attract investors.,"The target sentence highlights the importance of maintaining momentum in Sarawak's renewable energy sector to attract investors, indicating a positive outlook for the region's economic growth.",0.0,0.0,1.0,0.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","Besides green energy, he said the state government was also exploring the aerospace sector for future economic development.","The Governor's statement indicates a proactive approach to diversifying Sarawak's economy through the aerospace sector, contributing to national economic growth.",0.0,0.0,1.0,0.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","""This sector has the potential to create new job opportunities for skilled professionals in aircraft maintenance, satellite and drone technology, digital economy and data storage,"" he said.","The sector's potential for job creation in skilled professions is a positive sign for labor consumption, but its impact on real economic activity is neutral as it does not directly mention GDP or industrial output.",0.0,0.0,3.0,1.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor",He called for coordinated efforts between the government and educational institutions to ensure that Sarawak's talent development aligned with industry needs.,"The sentence discusses talent development and industry needs, which is related to real economic activity but does not directly indicate growth or decline.",0.0,0.0,3.0,0.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","""Sarawak's success in exploring aerospace, green energy and digital economy depends on our capability to produce a highly-skilled workforce.","The sentence highlights the importance of a skilled workforce for Sarawak's success in various sectors, indicating a positive labor market trend.",0.0,0.0,3.0,1.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","""With the right education and training, I believe Sarawakians can master the necessary expertise and skills for these new industries,"" he added.",The Governor's statement suggests a positive outlook for Sarawak's economic growth through renewable energy investments and new industries.,0.0,0.0,1.0,3.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","Earlier, Wan Junaidi inspected a guard of honour comprising 105 police personnel during the opening ceremony.","The target sentence does not contain any macroeconomic information, focusing on a ceremonial event instead.",0.0,0.0,0.0,0.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","This was followed by a doa recital before concluding with the national anthem ""Negaraku"" and state anthem ""Ibu Pertiwiku"".",The target sentence does not contain any macroeconomic information.,0.0,0.0,0.0,0.0,0.0,0.0
"Sarawak renewable energy forays invite investments, opportunities, says Governor","Before the Governor's opening address, the state assembly observed a minute's silence for the late former Belaga assemblyman Datuk Seri Bo' Tajang Laing as well as Puan Sri Dr Yong Sau Kan, the wife of the late former deputy chief minister Tan Sri Wong Soon Kai.","The target sentence does not contain any macroeconomic information, focusing on a ceremonial event and personal tributes.",0.0,0.0,0.0,0.0,0.0,0.0
